request_rate,ip_change,failed_attempts,device_trust,time_of_day,location_risk,is_attack
3.89,0,0,0.83,10,0.07,0
34.44,1,2,0.29,20,1.0,1
2.82,1,0,0.76,8,0.16,0
21.21,1,5,0.25,21,0.75,1
20.18,0,0,0.81,9,0.31,0
5.1,0,0,0.72,17,0.15,0
24.79,1,2,0.32,21,0.61,1
1.29,0,2,0.61,11,0.02,0
28.43,1,3,0.0,0,0.76,1
3.7,0,1,0.65,15,0.46,1
2.49,0,0,0.56,13,0.0,0
31.87,1,9,0.0,22,0.82,1
3.84,0,0,0.91,13,0.35,0
1.97,0,0,1.0,7,0.26,0
3.64,0,2,0.82,8,0.34,0
5.36,1,1,0.68,3,0.29,0
27.1,0,23,0.55,22,0.75,1
18.33,0,1,0.33,20,0.73,1
3.24,0,0,0.62,5,0.3,0
4.83,1,1,0.77,17,0.21,0
6.99,0,0,0.82,10,0.34,0
32.77,1,4,0.33,3,0.92,1
29.93,0,2,0.17,23,0.73,1
7.15,0,0,0.74,15,0.43,1
2.27,1,2,0.44,11,0.55,1
21.59,1,3,0.23,0,0.82,1
28.74,1,3,0.29,1,0.88,1
12.86,0,0,0.89,8,0.02,0
7.32,1,0,0.68,15,0.46,1
14.23,0,1,1.0,11,0.26,0
2.01,0,0,0.84,11,0.06,0
16.81,1,12,0.35,3,0.79,1
5.29,0,0,0.97,16,0.1,0
3.54,0,0,0.75,13,0.21,0
17.33,0,0,0.78,8,0.13,0
3.79,0,0,0.74,14,0.39,0
2.44,0,0,0.87,15,0.27,0
3.56,0,0,0.84,14,0.14,0
5.46,1,0,0.48,19,0.29,1
28.6,1,14,0.32,20,0.63,1
41.8,1,1,0.19,21,0.71,1
10.45,0,0,0.78,10,0.26,0
1.37,0,0,0.72,8,0.02,0
2.07,0,0,1.0,17,0.22,0
35.72,1,2,0.24,1,0.51,1
0.1,0,0,0.8,8,0.27,0
2.99,0,1,0.59,15,0.0,0
2.48,0,1,0.87,12,0.17,0
1.04,0,1,0.8,13,0.21,0
3.45,0,0,0.6,12,0.09,0
27.83,1,12,0.26,5,0.65,1
14.91,0,2,0.95,13,0.45,0
5.28,0,4,0.29,21,0.19,0
14.5,1,1,0.2,22,0.75,0
20.94,1,0,0.33,4,0.48,1
30.73,1,2,0.02,3,0.65,1
3.48,0,0,0.91,12,0.01,0
7.19,1,0,0.9,10,0.26,0
12.5,0,2,0.64,10,0.32,0
3.8,0,1,0.5,1,0.64,0
1.74,0,0,0.64,17,0.12,0
3.9,0,0,0.99,14,0.12,0
3.29,0,1,0.54,15,0.35,1
4.71,0,1,0.59,5,0.85,1
9.83,0,1,0.84,21,0.24,1
3.46,0,1,0.82,11,0.11,0
5.25,0,0,0.92,16,0.13,0
3.9,0,0,0.8,13,0.12,0
6.66,0,3,0.44,13,0.34,0
3.45,0,0,0.86,10,0.1,0
11.69,0,0,0.85,14,0.31,0
1.5,0,2,0.76,11,0.16,0
11.93,0,0,0.84,7,0.28,0
2.4,0,0,0.81,12,0.02,1
5.24,0,0,0.91,4,0.12,0
4.91,0,1,0.91,13,0.2,0
5.77,0,0,0.78,18,0.15,0
8.21,0,0,0.27,6,0.05,0
1.08,0,0,0.91,10,0.16,0
32.92,0,2,0.24,5,0.74,1
15.4,1,10,0.31,20,0.94,0
5.4,0,0,0.77,9,0.0,0
8.7,0,0,0.8,7,0.28,0
28.73,1,6,0.39,3,0.69,1
1.06,0,0,0.76,10,0.11,0
2.19,0,0,0.81,12,0.1,0
28.79,1,1,0.04,1,0.75,1
3.52,0,0,0.92,14,0.07,0
4.77,0,2,0.58,11,0.5,1
2.65,0,0,0.83,12,0.0,0
9.51,0,2,0.96,8,0.25,0
23.47,1,5,0.4,1,0.54,0
3.72,0,0,0.69,15,0.19,0
0.1,0,1,0.36,2,0.36,0
8.16,0,1,0.72,12,0.3,1
7.44,1,2,0.49,13,0.35,0
33.73,0,20,0.3,4,0.68,1
3.23,1,0,0.77,16,0.04,0
3.38,1,1,0.63,12,0.56,1
8.0,1,0,0.77,7,0.09,1
2.9,0,0,0.78,13,0.2,1
2.56,0,0,0.79,15,0.01,0
5.44,0,0,0.88,13,0.22,0
15.34,1,0,0.15,4,0.81,1
12.11,1,5,0.42,2,0.59,0
20.81,1,4,0.25,20,0.56,1
14.78,0,0,0.85,0,0.24,0
3.23,0,0,0.95,11,0.27,0
24.89,1,0,0.4,23,1.0,1
0.1,0,0,0.82,11,0.09,0
4.07,0,0,0.71,11,0.06,0
3.36,0,2,0.72,12,0.15,1
5.19,0,4,0.46,5,0.34,0
7.16,0,0,0.66,14,0.64,0
1.68,0,0,0.75,14,0.08,0
9.31,0,2,0.59,15,0.08,0
5.53,1,4,0.7,14,0.29,1
20.0,1,3,0.38,4,0.68,1
20.11,1,11,0.4,0,0.82,1
19.18,1,2,0.43,1,0.86,1
1.34,0,0,0.86,12,0.0,0
3.74,0,0,0.73,11,0.02,0
20.21,0,0,0.15,23,0.72,1
2.93,1,0,0.44,7,0.58,0
14.01,1,1,0.6,6,0.12,0
3.74,0,0,0.88,11,0.26,0
3.12,1,0,0.33,14,0.77,0
5.02,0,17,0.14,1,0.72,1
4.17,0,0,0.75,12,0.11,0
10.2,0,0,0.83,8,0.15,1
11.67,0,0,0.89,12,0.2,0
13.1,0,0,0.53,21,0.33,0
40.32,1,11,0.34,0,0.72,1
2.62,0,0,0.77,14,0.15,0
2.82,0,0,0.78,14,0.24,0
19.47,0,0,0.93,9,0.09,0
4.11,0,0,0.84,9,0.35,0
7.71,1,3,0.59,14,0.36,1
3.86,0,0,0.66,16,0.45,1
22.57,1,0,0.22,1,0.65,1
4.56,0,0,0.35,18,0.48,0
5.55,0,0,0.76,15,0.13,1
31.34,1,1,0.15,3,0.64,1
14.28,0,0,0.9,12,0.24,0
6.48,0,0,0.64,15,0.12,0
2.71,0,0,0.78,16,0.13,0
5.86,0,2,0.81,9,0.14,0
0.52,0,0,0.96,5,0.2,0
2.44,0,1,1.0,14,0.08,0
4.12,0,0,0.97,11,0.0,0
4.62,1,0,0.69,11,0.17,0
3.41,0,0,0.78,14,0.11,0
15.35,0,0,0.67,16,0.28,0
15.01,1,0,0.1,23,0.73,1
12.74,1,0,0.31,22,0.73,1
5.44,0,0,0.7,11,0.08,0
4.19,0,0,0.91,13,0.14,0
3.64,0,1,0.59,16,0.61,0
4.41,0,0,0.7,16,0.41,0
5.88,0,0,0.81,9,0.4,0
0.1,0,0,0.77,10,0.21,0
30.63,1,5,0.17,22,0.78,1
35.18,1,3,0.45,22,0.46,1
1.56,0,0,0.85,10,0.06,0
5.85,0,0,0.73,16,0.32,0
37.82,1,2,0.44,23,0.52,1
1.47,0,0,0.9,13,0.08,0
16.02,0,1,0.86,14,0.33,0
8.13,0,2,0.76,17,0.27,1
5.62,0,0,0.94,11,0.18,0
31.69,1,2,0.24,1,0.87,1
3.22,0,0,0.76,12,0.26,0
2.12,0,0,0.93,14,0.25,0
13.49,0,14,0.29,22,0.46,1
3.6,0,0,0.73,15,0.23,0
29.65,1,2,0.38,22,0.33,1
3.41,0,1,0.88,9,0.27,0
13.59,0,4,0.8,15,0.25,0
10.81,0,3,0.67,0,0.45,0
27.7,0,2,0.25,23,0.7,1
0.1,0,0,0.75,17,0.11,0
3.13,0,0,0.66,11,0.04,1
6.14,0,5,0.55,16,0.13,1
4.07,0,0,0.79,7,0.14,0
15.24,0,0,0.45,18,0.7,0
31.55,1,13,0.12,1,0.45,1
31.86,1,2,0.32,5,0.62,1
8.66,0,0,0.97,13,0.26,0
3.12,0,0,0.81,9,0.16,0
9.17,0,1,0.52,1,0.91,0
4.92,0,1,0.78,12,0.1,0
4.3,0,0,0.66,8,0.27,0
10.93,0,3,0.5,8,0.5,1
17.36,1,4,0.18,23,0.58,1
1.77,0,0,0.88,13,0.02,0
10.47,0,1,0.71,23,0.54,0
35.03,1,0,0.3,3,0.83,1
3.5,0,0,0.8,15,0.08,0
2.29,0,0,0.76,14,0.07,0
0.1,0,0,0.75,15,0.27,1
2.71,0,0,0.83,19,0.18,0
2.16,1,1,0.69,17,0.41,1
3.66,0,0,0.73,14,0.18,1
40.35,1,9,0.49,5,0.71,1
23.72,1,4,0.19,22,0.69,1
0.1,1,1,0.76,18,0.22,0
10.65,0,0,0.86,15,0.2,0
2.4,0,0,0.78,9,0.19,0
0.24,1,0,0.64,18,0.49,0
28.43,1,6,0.41,21,0.84,1
6.65,0,1,0.79,6,0.3,0
2.8,0,0,0.91,16,0.15,0
15.56,0,0,0.84,0,0.52,0
4.03,0,0,0.74,12,0.0,0
5.11,0,0,0.85,16,0.04,0
32.58,1,6,0.1,0,0.71,1
3.64,0,0,0.82,14,0.0,0
5.0,0,0,0.74,2,0.48,0
12.77,0,1,0.8,0,0.21,0
32.8,1,3,0.53,21,0.93,1
3.05,0,0,0.77,15,0.18,0
1.38,0,0,0.77,9,0.0,0
6.68,0,0,0.58,12,0.49,0
11.23,0,1,0.41,5,0.31,0
5.07,0,0,0.85,10,0.24,0
15.67,1,0,0.72,2,0.4,0
34.34,1,5,0.25,21,0.8,1
2.74,0,0,0.72,10,0.01,0
24.18,0,2,0.23,1,0.62,1
4.35,0,0,0.87,4,0.27,0
18.58,1,16,0.38,3,0.46,0
10.82,1,1,0.85,13,0.28,0
15.95,1,0,0.91,10,0.25,0
36.36,1,4,0.37,20,0.61,1
3.7,0,0,0.89,16,0.13,0
1.52,1,0,0.99,11,0.29,1
4.81,0,1,0.69,14,0.15,0
41.96,0,0,0.29,0,0.68,1
40.89,1,17,0.2,0,0.6,1
4.27,0,0,0.64,15,0.28,0
48.97,0,1,0.24,0,0.72,1
5.12,0,0,0.63,9,0.17,0
7.23,1,11,0.3,20,0.6,1
37.57,1,1,0.14,3,0.58,1
7.65,0,0,0.38,14,0.5,0
12.34,0,0,0.82,7,0.18,1
2.73,0,0,0.78,12,0.21,0
9.64,0,1,0.94,17,0.24,0
29.25,1,1,0.2,4,0.61,1
0.1,0,2,0.25,12,0.18,0
6.75,0,0,0.61,19,0.36,1
12.48,1,0,0.15,0,0.8,1
10.02,0,2,0.82,9,0.23,0
26.95,1,3,0.49,20,0.71,1
27.46,1,3,0.25,21,0.71,0
3.45,0,3,0.78,21,0.27,0
7.42,0,0,0.64,14,0.38,0
23.77,1,7,0.16,4,0.79,1
19.93,1,6,0.1,1,0.82,1
3.8,0,0,0.9,17,0.05,0
9.84,0,3,0.87,7,0.09,0
4.28,0,0,0.88,13,0.16,1
25.38,0,5,0.52,2,0.62,1
27.09,1,3,0.23,1,0.85,1
20.68,1,0,0.33,21,0.87,0
4.57,1,0,0.54,4,0.55,1
2.89,0,0,0.99,13,0.07,0
6.66,0,4,1.0,5,0.54,0
28.96,1,4,0.19,3,0.69,0
1.94,0,0,0.84,14,0.3,0
4.29,0,0,0.76,17,0.23,0
13.78,0,0,0.87,11,0.11,1
3.12,0,0,0.69,14,0.06,0
11.35,0,1,0.16,5,0.79,1
24.34,1,0,0.38,21,0.75,1
2.93,1,0,0.77,6,0.15,0
12.42,0,0,0.77,15,0.23,0
3.15,0,0,0.71,9,0.15,0
4.76,0,1,0.38,0,0.51,0
7.09,0,1,0.94,8,0.28,0
2.37,0,0,0.76,11,0.15,0
2.68,0,0,0.88,11,0.17,0
15.36,0,0,0.99,12,0.26,0
4.25,0,0,0.8,12,0.15,0
3.42,0,0,0.64,12,0.18,0
2.0,0,0,0.77,15,0.12,0
3.75,0,0,0.67,8,0.1,0
20.07,1,5,0.1,5,1.0,1
3.68,0,0,0.81,19,0.07,0
5.77,0,2,0.74,18,0.26,0
2.3,0,0,0.85,11,0.0,0
18.29,1,4,0.19,2,0.8,0
16.76,1,3,0.53,21,0.78,1
4.35,0,0,0.92,13,0.16,0
18.68,0,0,0.63,10,0.18,0
6.62,0,1,0.6,8,0.39,1
10.13,0,0,0.8,5,0.29,0
2.19,0,0,0.6,8,0.16,0
42.98,1,9,0.34,20,0.65,1
13.73,0,1,0.98,15,0.14,0
5.21,0,0,0.75,15,0.2,0
3.9,0,0,0.9,15,0.14,1
3.14,0,0,0.96,12,0.08,0
4.15,0,1,0.43,14,0.52,1
6.27,0,1,0.73,13,0.0,0
7.37,0,6,0.32,15,0.38,1
2.61,0,0,0.63,11,0.31,0
2.52,0,0,0.78,13,0.2,0
35.77,1,3,0.51,20,0.86,1
6.3,1,6,0.23,22,0.68,1
37.6,1,8,0.43,0,0.58,1
9.98,1,0,0.59,21,0.58,1
2.01,0,1,0.77,13,0.21,0
2.27,1,0,0.72,10,0.22,0
5.18,0,0,0.62,17,0.14,0
26.57,1,2,0.14,23,0.63,1
2.4,0,0,0.64,15,0.2,0
3.63,0,0,1.0,15,-0.0,0
21.76,1,10,0.23,1,0.61,0
4.49,0,1,0.54,4,0.25,0
19.69,0,3,0.76,11,0.26,0
3.03,0,1,0.75,7,0.18,0
0.44,0,0,0.72,9,0.29,1
3.27,0,1,0.93,14,0.11,1
4.8,0,0,0.91,10,0.05,0
4.85,0,1,0.92,10,0.01,0
3.81,1,0,0.7,10,0.03,0
1.17,0,0,0.68,13,0.08,0
13.94,1,2,0.74,20,0.34,0
51.18,1,1,0.3,4,0.82,1
25.52,1,13,0.32,5,0.7,1
1.1,0,0,0.76,14,0.18,0
2.4,0,0,0.82,14,0.13,0
28.85,1,7,0.31,20,0.4,1
16.12,0,0,0.77,14,0.25,1
9.09,1,5,0.53,10,0.36,1
4.34,0,1,0.69,18,0.25,0
3.4,0,0,0.69,11,0.42,0
1.39,0,0,0.76,9,0.21,0
3.48,0,0,0.87,16,0.11,0
5.15,0,0,0.83,10,0.15,0
3.48,0,0,0.66,15,0.12,0
4.9,0,0,0.86,12,0.16,0
2.72,0,0,0.75,13,-0.0,1
4.52,0,0,0.87,11,0.22,0
6.2,1,1,0.37,9,0.51,1
4.4,0,0,0.49,21,0.21,1
2.5,1,0,0.83,15,0.05,0
4.63,0,1,0.7,14,0.25,0
2.67,0,0,0.97,9,0.0,0
1.32,0,0,0.71,9,0.09,0
27.43,1,0,0.23,2,0.68,1
5.57,0,0,0.42,13,0.46,1
0.52,0,1,0.85,10,0.25,0
8.98,0,3,0.6,15,0.48,0
11.23,0,0,0.86,14,0.3,0
1.2,0,0,0.86,18,0.01,0
4.43,0,1,0.75,11,0.06,1
31.42,1,5,0.41,22,0.6,1
0.17,1,0,0.38,12,0.19,0
3.99,0,0,0.61,13,0.16,0
1.83,0,1,0.69,15,0.0,0
6.22,0,2,0.42,13,0.5,1
5.41,0,0,0.6,18,0.16,0
4.57,0,0,0.76,12,0.27,0
2.38,0,0,0.86,13,0.14,0
2.94,0,0,0.81,11,0.22,0
4.62,0,0,0.48,21,0.31,1
2.33,1,0,0.88,17,0.21,0
29.46,1,1,0.47,5,0.51,1
5.39,0,0,0.9,11,0.16,1
9.73,0,2,0.63,23,0.19,0
8.89,0,2,0.73,13,0.07,0
5.35,0,0,0.86,13,0.05,0
13.95,0,0,0.92,11,0.13,0
2.65,0,0,0.74,10,0.23,0
11.07,1,7,0.21,4,0.53,1
3.04,0,0,0.68,13,0.17,0
0.98,0,0,0.72,11,0.18,0
9.78,0,0,0.72,17,0.36,0
4.73,0,0,0.75,8,0.17,0
9.06,0,1,0.87,13,0.2,1
2.99,1,0,0.76,12,0.04,0
14.99,0,1,0.83,15,0.24,0
25.15,0,2,0.36,23,0.62,1
4.66,0,0,0.71,15,0.05,0
6.42,0,1,0.64,15,0.41,1
1.05,0,0,0.83,13,0.18,0
22.61,1,4,0.39,3,0.67,1
27.2,1,10,0.33,5,0.91,1
11.82,0,6,0.8,10,0.05,0
25.54,0,0,0.2,0,0.79,0
7.7,0,2,0.5,4,0.25,1
3.67,0,3,0.39,14,0.62,1
1.2,0,0,0.66,12,0.11,0
4.52,0,0,0.78,11,0.15,0
13.75,0,0,0.21,3,0.21,1
2.93,0,0,0.71,10,0.18,0
2.62,0,0,0.81,10,0.12,0
15.53,0,0,0.74,20,0.11,0
6.16,0,0,0.95,5,0.12,0
1.33,0,0,0.81,12,0.22,0
21.76,1,1,0.12,21,0.4,0
2.49,0,2,0.81,8,0.0,0
1.98,0,0,0.9,15,0.29,0
36.37,0,2,0.42,2,0.42,1
8.07,0,0,0.9,14,0.24,0
21.96,1,1,0.22,21,0.51,1
0.96,0,0,0.9,10,0.07,0
1.21,0,0,0.75,9,0.14,0
2.39,0,0,0.73,13,0.11,0
4.1,0,0,0.67,11,0.0,0
9.28,0,1,0.82,10,0.18,1
9.13,0,3,0.86,13,0.14,0
1.36,0,0,0.94,13,0.12,0
0.83,0,0,0.66,14,0.24,0
3.52,0,0,0.87,16,0.07,0
26.97,1,0,0.49,2,0.69,1
8.13,1,0,0.62,17,0.51,1
20.29,0,0,0.36,0,0.54,1
10.25,0,0,0.85,8,0.37,0
11.89,0,2,0.22,21,0.7,1
0.1,0,1,0.67,19,0.14,0
1.66,0,0,0.61,11,0.05,0
5.78,0,0,0.76,11,0.27,0
2.57,0,2,0.9,15,0.44,0
3.68,0,0,0.86,12,0.2,0
25.74,1,1,0.23,22,1.0,1
13.32,0,0,0.97,19,0.2,0
1.92,0,0,0.69,14,0.0,0
2.97,0,0,0.99,8,0.14,0
4.8,0,0,0.78,7,0.24,1
7.59,0,0,1.0,0,0.13,0
2.39,0,0,0.85,15,0.17,0
24.27,0,4,0.54,21,0.72,0
32.42,1,15,0.0,23,0.74,0
31.68,1,0,0.34,4,0.52,1
1.29,0,0,0.79,12,0.11,0
3.78,0,0,0.86,15,0.06,0
3.56,0,0,0.81,12,0.26,1
16.67,1,2,0.42,23,0.77,1
5.64,0,1,0.51,8,0.43,1
5.29,0,0,0.82,6,0.19,0
4.54,1,0,0.43,13,0.56,1
0.95,0,3,0.69,3,0.39,0
25.06,1,1,0.25,20,0.69,1
40.65,1,21,0.44,22,0.5,1
1.18,0,0,0.71,10,0.12,0
24.49,0,0,0.16,5,0.75,1
45.78,1,0,0.49,23,0.79,1
3.46,0,0,0.93,7,0.18,0
10.23,0,0,0.58,12,0.32,1
4.08,0,0,0.82,17,0.14,0
56.15,1,2,0.41,0,0.53,1
4.23,0,0,0.67,9,0.28,0
21.43,1,1,0.25,3,0.47,0
19.27,1,10,0.37,0,0.59,1
3.92,0,0,0.93,16,0.07,1
3.35,1,3,0.64,13,0.57,1
1.25,1,0,0.92,11,0.22,0
7.06,0,0,0.88,15,0.15,0
10.94,0,0,1.0,11,0.24,0
7.46,0,1,0.83,13,0.42,0
4.54,0,4,0.65,7,0.33,1
7.43,0,1,0.97,16,0.29,0
16.0,0,0,0.79,9,0.28,0
0.86,0,0,0.59,13,0.0,0
9.54,0,1,0.83,7,0.0,0
19.58,1,7,0.21,0,0.55,1
0.36,0,0,0.8,14,0.0,0
26.86,0,3,0.33,2,0.93,1
34.4,1,5,0.24,22,0.4,1
2.93,0,0,0.83,11,0.14,0
3.74,0,0,0.29,14,0.55,1
10.27,0,0,0.92,2,0.23,0
9.08,1,0,0.81,11,0.2,0
3.56,0,0,0.62,10,0.02,0
4.39,0,0,0.78,12,0.11,0
4.93,0,0,0.79,10,0.0,0
11.29,1,1,0.9,16,0.23,1
14.21,1,2,0.79,9,0.16,1
3.85,0,1,0.8,7,0.25,0
14.55,1,10,0.26,0,0.55,1
1.82,0,0,0.92,9,0.22,0
0.1,0,10,0.1,21,0.85,1
4.12,1,0,0.77,12,0.12,0
14.12,0,0,0.77,11,0.12,0
1.42,0,0,0.76,12,0.12,0
3.23,0,0,0.65,15,0.1,0
1.33,0,0,0.83,13,0.25,0
3.14,0,0,0.87,11,0.16,0
6.65,0,0,0.8,12,0.24,0
9.29,0,0,0.89,9,0.2,0
16.99,1,0,0.66,13,0.45,0
18.83,0,2,0.68,13,0.28,0
3.18,0,0,0.9,16,0.14,0
4.03,0,1,0.88,11,0.0,0
13.25,0,0,0.79,11,0.28,0
31.47,1,0,0.38,3,0.96,1
4.21,0,0,0.72,13,0.27,0
23.39,1,0,0.5,21,0.53,1
3.16,0,0,0.84,15,0.12,0
7.68,1,1,0.81,10,0.58,1
7.42,1,0,0.53,15,0.26,0
8.87,0,4,0.92,14,0.25,1
15.7,0,0,0.69,13,0.64,1
15.45,1,4,0.25,21,0.62,1
42.68,1,2,0.18,21,0.87,1
5.38,1,2,0.44,15,0.21,0
2.35,0,0,0.88,11,0.0,0
14.41,1,17,0.8,0,0.81,1
0.46,0,5,0.81,14,0.69,0
13.4,0,1,0.79,14,0.34,0
5.88,0,1,0.62,9,0.1,0
2.65,0,0,0.81,12,0.04,0
1.86,0,0,0.83,16,0.15,0
12.59,0,3,0.97,3,0.19,0
21.72,1,2,0.21,2,0.59,0
0.43,0,0,0.8,11,0.07,1
1.62,0,0,0.76,13,0.21,0
3.18,0,0,0.76,13,0.35,0
37.63,0,3,0.12,3,0.91,1
1.4,0,0,0.63,15,0.0,0
3.06,0,0,0.75,13,0.21,0
3.74,0,0,0.7,9,0.36,0
4.3,0,0,0.77,11,0.1,0
1.31,0,0,0.88,14,0.05,0
5.16,1,0,0.54,21,0.63,0
31.15,1,1,0.26,2,0.94,1
45.6,1,9,0.33,23,0.5,1
9.52,0,0,0.87,14,0.18,0
22.34,0,4,0.16,22,0.67,1
39.36,1,0,0.33,5,0.63,1
17.1,1,1,0.32,3,0.78,1
3.04,0,0,0.85,15,0.14,1
10.29,1,1,0.91,5,0.31,1
20.9,0,0,0.81,9,0.01,0
3.0,0,0,0.63,10,0.18,0
22.7,1,2,0.53,1,0.53,1
13.97,1,1,0.23,22,0.67,1
4.54,0,0,0.79,11,0.1,0
3.37,0,1,0.79,12,0.21,0
2.68,0,0,0.88,12,0.18,0
40.88,0,0,0.05,0,0.59,1
36.78,1,1,0.36,5,0.97,1
10.04,0,1,0.88,8,0.34,0
0.26,0,0,0.96,15,0.3,0
7.57,0,0,0.71,9,0.44,1
3.87,0,0,0.91,14,0.34,0
26.49,1,10,0.08,1,0.74,1
1.4,0,1,0.91,17,0.27,1
2.33,0,0,0.96,14,0.01,0
10.0,0,0,0.86,7,0.25,0
5.93,0,1,0.67,12,0.43,0
20.83,0,1,0.9,9,0.35,1
4.47,0,0,0.87,7,0.0,0
3.18,0,0,0.83,14,0.0,1
13.81,0,0,0.64,20,0.0,0
2.98,0,2,0.49,10,0.45,1
3.35,0,0,0.86,3,0.17,0
3.2,0,0,0.85,8,0.05,0
12.37,0,0,0.71,17,0.12,1
3.99,0,0,0.71,15,0.1,0
8.87,1,2,0.65,13,0.66,1
19.01,1,0,0.26,1,0.6,1
0.99,0,0,0.85,12,0.13,0
2.98,0,0,0.6,4,0.13,0
5.41,0,1,0.57,0,0.49,1
2.58,0,1,0.77,12,0.1,0
1.34,0,0,0.92,12,0.19,0
29.94,1,5,0.33,3,1.0,1
4.63,0,0,0.24,5,0.29,0
2.76,0,0,0.86,20,0.26,0
5.56,1,0,0.34,16,0.43,1
4.28,0,0,0.89,14,0.16,0
8.89,0,0,1.0,14,0.07,0
1.48,0,1,0.63,9,0.02,0
0.1,0,0,0.77,8,0.19,1
0.54,0,0,0.92,12,0.39,0
2.37,0,0,0.82,15,0.0,0
2.22,0,2,0.9,10,0.11,0
11.77,0,1,0.7,12,0.12,0
3.24,0,0,0.72,17,0.0,0
5.87,0,0,0.82,14,0.39,1
28.86,0,1,0.31,3,0.9,1
3.55,0,0,0.85,10,0.14,0
2.1,0,1,0.72,12,0.01,0
12.28,1,0,0.86,12,0.34,0
5.17,0,1,0.56,11,0.51,0
1.98,0,0,0.62,10,0.22,0
2.1,0,0,0.66,13,0.22,0
10.01,1,3,0.28,1,0.77,0
7.48,1,3,0.67,5,0.19,1
24.3,1,0,0.26,0,0.7,1
15.86,1,1,0.15,3,0.65,1
27.32,1,2,0.33,0,0.63,1
3.34,0,0,0.85,16,0.18,0
19.25,1,6,0.38,1,0.68,1
5.21,0,0,0.63,9,0.18,0
21.08,1,12,0.3,21,0.75,1
5.49,1,0,0.6,16,0.61,1
24.48,1,19,0.45,0,0.82,1
32.63,1,4,0.18,0,0.95,1
8.48,0,0,0.63,23,0.23,0
4.26,0,0,0.85,13,0.08,0
1.46,0,0,0.85,10,0.23,0
4.49,0,2,0.9,9,0.02,0
0.88,0,1,0.66,19,0.09,0
15.05,0,0,0.8,13,0.28,0
10.34,0,2,0.38,3,0.04,0
12.26,0,0,0.84,11,0.22,0
0.12,0,0,1.0,10,0.06,0
12.47,1,0,0.67,1,0.24,1
3.88,1,0,0.83,9,0.16,0
1.59,0,0,0.81,11,0.1,0
33.91,1,6,0.27,23,0.71,1
16.21,1,6,0.12,0,0.84,1
12.15,1,5,0.12,5,0.83,1
2.81,0,2,0.73,7,0.09,0
19.27,0,0,0.91,8,0.25,0
3.95,1,1,0.73,13,0.04,0
30.86,0,0,0.18,0,0.54,1
2.48,0,0,0.75,16,0.06,0
33.47,1,0,0.22,1,0.56,1
13.16,0,0,0.84,6,0.18,0
26.51,0,5,0.37,3,0.56,1
1.96,0,0,0.59,9,0.15,0
12.74,0,2,0.82,11,0.1,0
0.1,0,0,0.82,8,0.07,0
2.52,0,9,0.93,16,0.43,1
0.1,0,0,0.82,8,0.14,0
9.37,0,1,0.87,7,0.06,0
9.99,1,0,0.72,8,0.2,0
28.84,1,8,0.22,1,0.54,1
12.61,1,0,0.86,15,0.22,0
11.28,0,0,0.84,8,0.11,0
4.31,0,0,0.38,8,0.69,1
0.86,0,0,0.97,10,0.1,0
3.89,0,0,0.81,8,0.24,0
15.15,0,1,0.91,15,0.16,0
0.1,0,0,0.72,12,0.13,0
0.1,0,0,0.92,12,0.14,0
1.54,0,0,0.91,9,0.24,1
1.58,0,1,0.91,13,0.0,0
1.39,0,0,0.78,15,0.32,0
1.83,0,0,0.79,13,0.3,0
4.13,0,0,0.99,15,0.08,0
13.01,0,0,0.91,5,0.37,1
26.55,1,4,0.24,4,0.62,1
5.45,0,0,0.74,18,0.31,1
22.29,1,2,0.29,22,0.87,1
3.01,0,0,0.68,20,0.21,0
4.4,0,3,0.34,13,0.18,0
16.16,0,1,0.21,22,0.7,1
31.08,1,6,0.34,5,0.82,1
4.34,1,2,0.5,10,0.59,0
12.32,0,1,0.82,13,0.21,0
3.37,0,0,0.73,11,0.02,0
9.36,1,0,0.39,14,0.27,0
0.24,0,2,0.89,11,0.22,0
0.63,0,0,0.8,15,0.18,0
3.98,0,0,0.64,17,0.27,0
15.03,0,1,0.79,12,0.22,0
2.92,1,0,0.54,16,0.44,1
20.45,1,0,0.28,23,0.63,1
3.97,0,1,0.83,14,0.54,0
12.44,1,4,0.3,20,0.44,1
3.84,0,0,0.79,15,0.17,0
16.38,0,0,0.88,13,0.12,0
3.33,0,0,0.94,10,0.19,0
2.44,0,0,0.8,7,0.04,1
2.2,0,0,0.88,16,0.15,0
7.82,0,3,0.37,22,0.28,0
3.14,0,0,0.87,11,0.2,0
35.27,0,2,0.52,5,0.63,0
3.26,0,1,0.71,18,0.09,0
4.9,1,1,0.76,2,0.33,0
6.23,1,0,0.6,10,0.59,1
5.99,0,0,0.6,14,0.0,0
0.1,0,3,0.4,5,0.57,1
25.17,1,0,0.39,0,0.45,1
6.24,0,1,0.9,2,0.23,0
13.09,0,0,0.96,10,0.32,1
1.64,0,0,0.94,15,0.05,0
24.97,1,1,0.29,4,0.75,1
1.5,0,0,0.76,12,0.24,0
1.49,1,0,0.75,13,0.15,0
26.97,1,6,0.11,1,0.71,1
18.77,1,0,0.43,3,0.58,1
3.86,0,0,0.78,12,0.03,0
17.08,0,1,0.45,4,0.93,1
10.15,0,2,0.86,10,0.34,0
27.57,1,3,0.15,20,0.63,0
2.15,0,0,0.85,14,0.0,0
26.03,1,0,0.26,4,0.65,1
5.54,0,0,0.5,11,0.23,0
17.46,1,0,0.16,2,0.46,1
2.76,0,0,0.78,15,0.22,0
